text,predicted_class,confidence,user_category,ablation_mode,explanation,lime_coverage,ontology_hit_rate,flesch_reading_ease,flesch_kincaid_grade,smog_index,experiment,generation_mode,example_id,explanation_word_count
The effects of nonthyroid disease and drugs on thyroid function tests. Serious n…,General pathological conditions,0.6815,EXPERT,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583,EXPERT / normal,normal,18,16
Prostatic duct adenocarcinoma. Findings at radical prostatectomy. Previous studi…,Neoplasms,0.8511,EXPERT,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764,EXPERT / normal,normal,19,14
Review of clinical experience with digoxin immune Fab (ovine). Following the dev…,General pathological conditions,0.4776,EXPERT,normal,"assistant
The model predicted 'General pathological conditions' because it identified the heart as an influential token among the key features analyzed. In the biomedical ontology, the heart belongs to the broader category of circulatory organs, which further categorizes it under thoracic segments and primary circulatory organs. This hierarchical placement indicates that the heart plays a central role in the body's circulatory system, responsible for pumping blood throughout the body. Given this foundational position within the cardiovascular system, the heart likely contributes significantly to various physiological processes such as oxygen transport and waste removal. Therefore, the model inferred that the presence or dysfunction of the heart could lead to general pathological conditions affecting multiple bodily functions.",1.0,1.0,1.783913043478293,18.72434782608696,18.66944999605865,EXPERT / normal,normal,20,115
Effect of increased left atrial pressure on breathing frequency in anesthetized …,Cardiovascular diseases,0.7793,EXPERT,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.58,17.122413403193683,EXPERT / normal,normal,21,15
Extracorporeal shock wave lithotripsy of gallstones: results and 6-month follow-…,Digestive system diseases,0.8115,EXPERT,normal,"The model predicted Digestive system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,5.532499999999999,16.462500000000002,17.122413403193683,EXPERT / normal,normal,22,16
A biphasic pattern of anti-pre-S responses in acute hepatitis B virus infection.…,Digestive system diseases,0.7331,EXPERT,normal,"assistant
The model predicted 'Digestive system diseases' because it identified the presence of two key features that strongly indicate involvement of this organ system: the liver and hepatitis B virus infection. The liver, which is an essential part of the digestive system, plays a crucial role in detoxifying substances and producing bile, both critical functions related to digestion. Additionally, hepatitis B virus can directly affect various organs including the liver, leading to inflammation and damage, thus potentially causing digestive issues such as jaundice or altered bowel movements. Therefore, these findings point towards a diagnosis involving the digestive system, consistent with the model's prediction.",1.0,1.0,13.962827669902936,17.70881067961165,18.7741,EXPERT / normal,normal,23,103
Surgical prophylaxis of malignant melanoma. A review of a 14-year experience wit…,Neoplasms,0.8733,EXPERT,normal,"assistant
The model predicted 'Neoplasms' because it identified melanoma as an influential token among the key features analyzed. Melanoma is a type of neoplasm, which is defined as abnormal growth of cells that can occur anywhere in the body. In this case, the model likely inferred from the presence of melanoma data that there was an increased risk of developing other types of neoplastic conditions such as skin cancers. Therefore, the model classified the patient as having 'Neoplasms', recognizing melanoma as one of several potential neoplastic entities within the broader classification.",1.0,1.0,26.629464285714302,15.196785714285712,16.218646115125612,EXPERT / normal,normal,24,91
"Rapid, nonradioactive detection of clonal T-cell receptor gene rearrangements in…",Neoplasms,0.7611,EXPERT,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764,EXPERT / normal,normal,25,14
Cavernous hemangioma of the spinal cord: report of 2 unusual cases. We present 2…,Neoplasms,0.7727,EXPERT,normal,"assistant
The model predicted 'Neoplasms' because it identified two key features that align with this diagnosis: hemangioma and spinal cord. Hemangiomas are benign tumors composed of blood vessels, which fall under the broader category of neoplasms. They can occur anywhere in the body, including the brain and spinal cord. The presence of a hemangioma suggests an abnormal growth pattern consistent with neoplastic processes. Additionally, the spinal cord being mentioned indicates involvement of a central nervous system component, further supporting the classification as a neoplasm. These findings collectively point towards a diagnosis of neoplasms, specifically mentioning both the tumor nature and its location within the central nervous system.",1.0,1.0,26.65005451713398,13.972476635514024,15.021129683784007,EXPERT / normal,normal,26,107
Histochemical demonstration of 5'-nucleotidase activity in inflammatory muscle d…,General pathological conditions,0.6255,EXPERT,normal,"assistant
The model predicted ""General pathological conditions"" because it identified several key features that collectively point towards an underlying issue affecting multiple bodily systems. Muscular dystrophy, which falls under the broader category of muscle tissue diseases within the realm of myopathies, indicates a condition characterized by progressive weakness and degeneration of muscles. Polymyositis, another muscular disease, further emphasizes this systemic involvement by focusing specifically on inflammation and muscle damage. These diagnoses suggest a complex set of issues involving various organs and tissues throughout the body, consistent with the general nature of pathological conditions encompassing numerous health problems.",1.0,1.0,-6.166378865979368,20.143788659793817,20.503739492662863,EXPERT / normal,normal,27,97
Refeeding of infants with acute diarrheal disease. The purpose of this study was…,Digestive system diseases,0.7134,EXPERT,normal,"assistant
The model predicted 'Digestive system diseases' because it identified ""diarrhea"" as an influential token among key features. According to the ontology, ""diarrhea"" falls under the broader category of ""disease,"" which itself is part of the larger classification of ""anatomical entity."" This hierarchical relationship indicates that ""diarrhea"" is a symptom or manifestation of a digestive system disorder. Therefore, the model likely inferred from the presence of ""diarrhea"" that the patient was experiencing symptoms consistent with a digestive system condition, leading to the prediction of 'Digestive system diseases.'",1.0,1.0,3.889784482758671,18.12008620689655,18.511140095513987,EXPERT / normal,normal,28,87
HBV-DNA detection by gene amplification in acute hepatitis B. Serum samples from…,Digestive system diseases,0.7323,EXPERT,normal,"assistant
The model predicted 'Digestive system diseases' because it identified two key features that align with this diagnosis: ""hepatitis b"" and ""hepatitis"". These terms indicate inflammation or infection of the liver, which falls under the broader category of digestive system diseases. The ontology paths show that both ""hepatitis b"" and ""hepatitis"" are part of the larger classification within the gastrointestinal system, specifically categorized under liver disease. This hierarchical relationship supports the model's conclusion that these conditions fall under the digestive system diseases umbrella.",1.0,1.0,6.380978915662666,17.524186746987954,18.243605946275583,EXPERT / normal,normal,29,83
Left ventricular diastolic function in patients with left ventricular systolic d…,Cardiovascular diseases,0.9485,EXPERT,normal,"assistant
The model predicted 'Cardiovascular diseases' because it identified two key features that strongly indicate this condition: myocardial infarction and coronary artery disease. Myocardial infarction, which is represented by the term ""myocardial infarction"" itself, refers to a heart attack caused by blocked blood flow to part of the heart muscle due to a blockage in one of the arteries supplying the heart. Coronary artery disease, indicated by the term ""coronary artery disease,"" encompasses conditions affecting the arteries that supply blood to the heart, including narrowing or hardening of these vessels, leading to reduced blood flow to the heart muscle. Both of these conditions fall under the broader category of cardiovascular diseases, making myocardial infarction and coronary artery disease strong indicators of the predicted outcome.",1.0,1.0,4.805483870967748,20.290322580645164,21.19438992294339,EXPERT / normal,normal,30,124
Oxygen uptake and heart rate responses during hypoxic exercise in children and a…,General pathological conditions,0.5042,EXPERT,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583,EXPERT / normal,normal,31,16
Cellular immune response to hepatitis B virus-encoded antigens in acute and chro…,Digestive system diseases,0.7009,EXPERT,normal,"assistant
The model predicted 'Digestive system diseases' because it identified key features related to the liver and hepatitis that are directly linked to this diagnostic category. Specifically, the presence of the liver was highlighted as an influential factor, indicating involvement of this organ within the digestive system. Additionally, two types of hepatitis were noted—hepatitis E and B—which are both classified under liver diseases and further support the connection to the digestive system. These findings collectively point towards conditions affecting the liver and bile ducts, which fall squarely within the realm of digestive system diseases.",1.0,1.0,16.482500000000016,16.798404255319152,18.243605946275583,EXPERT / normal,normal,32,94
"CV 205-502--effectiveness, tolerability, and safety over 24-month study. Twenty …",General pathological conditions,0.5862,EXPERT,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583,EXPERT / normal,normal,33,16
The usefulness of simultaneous determinations of glucosaminylation and fucosylat…,Neoplasms,0.7992,EXPERT,normal,"assistant
The model predicted 'Neoplasms' because it identified carcinoma as an influential token among key features. Carcinoma is a type of neoplasm characterized by abnormal cell growth and division within tissues. This classification indicates that the tumor involves cells from epithelial tissue, which can lead to malignancy if left untreated. The presence of carcinoma suggests that the patient has a condition involving uncontrolled cellular proliferation, fitting squarely under the broader category of neoplasms.",1.0,1.0,14.475633561643832,15.774075342465755,16.52667757954773,EXPERT / normal,normal,34,73
Unusual aspects of aortovenous fistulas associated with ruptured abdominal aorti…,Cardiovascular diseases,0.718,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because it identified an iliac vein and a vein as key features. These anatomical structures are part of the circulatory system, which plays a crucial role in delivering oxygenated blood throughout the body. An iliac vein specifically connects the inferior vena cava to the common iliac veins, facilitating the return of deoxygenated blood from the lower extremities back to the heart. Veins, like the iliac vein, transport blood from various parts of the body back to the heart. Both these vessels are integral components of the cardiovascular system, which includes the heart, arteries, and veins that work together to maintain circulation and deliver essential nutrients and oxygen to tissues while removing waste products. Therefore, the presence of these vascular structures strongly suggests a diagnosis of cardiovascular diseases.",1.0,1.0,23.405006265664184,15.501616541353387,16.728156217252725,EXPERT / normal,normal,35,133
Treatment of cervical spondylotic myelopathy by enlargement of the spinal canal …,Nervous system diseases,0.6074,EXPERT,normal,"The model predicted Nervous system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,10.820000000000022,15.725000000000003,15.903189008614271,EXPERT / normal,normal,36,16
Stroke rehabilitation: Australian patient profile and functional outcome. A pros…,Nervous system diseases,0.5932,EXPERT,normal,"The model predicted Nervous system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,10.820000000000022,15.725000000000003,15.903189008614271,EXPERT / normal,normal,37,16
Systemic hypertension in sleep apnea syndrome. Relationship with sleep architect…,Cardiovascular diseases,0.5745,EXPERT,normal,"assistant
The model predicted 'Cardiovascular diseases' because it identified two key factors that contribute to this condition: hypertension and apnea. Hypertension, which falls under the broader category of vascular disease within the cardiovascular system, involves high blood pressure that can damage arteries over time. Apnea, a symptom related to respiratory issues affecting the chest area, indicates breathing pauses during sleep. Both conditions collectively increase the risk of developing cardiovascular diseases such as heart attacks and strokes due to their impact on blood flow and overall health.",1.0,1.0,12.861337209302349,16.806627906976747,17.693802365651003,EXPERT / normal,normal,38,86
Circadian variations in myocardial ischemia. Implications for management. Extend…,Cardiovascular diseases,0.8209,EXPERT,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.58,17.122413403193683,EXPERT / normal,normal,39,15
Characterization of auscultatory gaps with wideband external pulse recording. Th…,Cardiovascular diseases,0.7493,EXPERT,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.58,17.122413403193683,EXPERT / normal,normal,40,15
Infantile form of carnitine palmitoyltransferase II deficiency with hepatomuscul…,Digestive system diseases,0.5239,EXPERT,normal,"assistant
The model predicted 'Digestive system diseases' because it identified the heart as an influential token among key features. In the biomedical ontology, the heart is classified under ""circulatory organ"" within the broader category of ""thoracic segment organ,"" which further falls under the larger classification of ""primary circulatory organ."" This hierarchical placement indicates that the heart plays a crucial role in the cardiovascular system, which is central to overall health and function. Since the heart is directly related to the digestive system through blood flow, any issue affecting the heart could potentially impact various aspects of digestion, including nutrient absorption and waste elimination. Therefore, the model likely inferred that conditions involving the heart might also be indicative of problems within the digestive tract, leading to the prediction of 'Digestive system diseases.'",1.0,1.0,12.333603053435157,18.04784732824428,18.66944999605865,EXPERT / normal,normal,41,131
Amyotrophic lateral sclerosis: fasting plasma levels of cysteine and inorganic s…,Nervous system diseases,0.729,EXPERT,normal,"assistant
The model predicted 'Nervous system diseases' because it focused on the brain, which is an essential part of the nervous system. The brain is derived from the ectoderm during embryonic development and serves as the primary control center for all bodily functions. When the model analyzed the data, it highlighted the importance of the brain in making predictions related to the nervous system. This indicates that the model likely considered the brain's role in various neurological conditions and disorders, such as Alzheimer's disease, Parkinson's disease, or epilepsy, which fall under the broader category of nervous system diseases.",1.0,1.0,27.443010204081645,15.518061224489797,17.410965686947208,EXPERT / normal,normal,42,98
Resection of the primary liver cancer of the hepatic hilus. Primary liver cancer…,Neoplasms,0.7682,EXPERT,normal,"assistant
The model predicted 'Neoplasms' because it identified that there was an increased likelihood of abnormal cell growth and division within tissues, which falls under the broader category of neoplasms according to the biomedical ontology. Cancer, represented by the term ""cancer"" itself, is a type of neoplasm characterized by uncontrolled cellular proliferation. Therefore, the model inferred from the presence of this condition that there were signs of neoplastic changes occurring within the patient's body.",1.0,1.0,19.457792792792816,16.673243243243245,17.5058628484301,EXPERT / normal,normal,43,74
Pulmonary resection combined with cardiac operations. Surgical management of pat…,Cardiovascular diseases,0.4145,EXPERT,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.58,17.122413403193683,EXPERT / normal,normal,44,15
Neuro-ophthalmic manifestations of human immunodeficiency virus infection. Both …,Neoplasms,0.5218,EXPERT,normal,"assistant
The model predicted 'Neoplasms' because it identified the key feature 'brain', which belongs to the ontology path ""multicellular anatomical structure → ectoderm-derived structure → organ → brain"". This indicates that the neoplasm likely originates from an abnormal growth within a part of the central nervous system, specifically the brain. The presence of this feature suggests a tumor or cancerous growth originating from neural tissue, consistent with the classification of 'Neoplasms'.",1.0,1.0,17.116568627450988,16.50294117647059,16.32212239822248,EXPERT / normal,normal,45,71
Postlaminectomy ossified extradural pseudocyst. Case report. A large ossified sp…,General pathological conditions,0.6085,EXPERT,normal,"assistant
The model predicted ""General pathological conditions"" because it identified a condition involving the spinal cord, specifically a meningocele, which falls under the broader category of neurological abnormalities. A meningocele is an abnormal protrusion of the meninges, the protective covering of the brain and spinal cord, through a defect in the skull or vertebral column. This type of pathology indicates damage or malformation that can lead to various neurological issues, including general pathological conditions affecting multiple organ systems. The presence of this condition suggests systemic involvement beyond just the nervous system, aligning with the broader classification of ""General pathological conditions.""",1.0,1.0,2.954000000000036,19.058,20.267338824336647,EXPERT / normal,normal,46,100
Gallstone pancreatitis. Choosing and timing treatment. Patients with gallstone p…,Digestive system diseases,0.8022,EXPERT,normal,"The model predicted Digestive system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,5.532499999999999,16.462500000000002,17.122413403193683,EXPERT / normal,normal,47,16
Angiotensin converting enzyme inhibitors and quality of life. The term quality o…,Cardiovascular diseases,0.9435,EXPERT,normal,"assistant
The model predicted 'Cardiovascular diseases' because it identified hypertension as an influential factor. Hypertension, which is part of the cardiovascular system, specifically affects arteries leading to the heart. This condition increases the risk of developing other cardiovascular diseases such as coronary artery disease, stroke, and heart failure. Therefore, hypertension is considered a significant contributing factor to the overall classification of cardiovascular diseases.",1.0,1.0,-10.57982142857142,18.6477380952381,17.693802365651003,EXPERT / normal,normal,48,63
Swan-Ganz catheter-induced massive hemoptysis and pulmonary artery false aneurys…,Cardiovascular diseases,0.7713,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because it detected abnormalities related to the pulmonary artery and hemoptysis. Pulmonary arteries are part of the circulatory system that carry oxygenated blood from the heart to the lungs. Hemoptysis refers to coughing up blood from the lungs, which can indicate issues such as lung cancer, tuberculosis, or other conditions affecting the airways. These findings suggest underlying cardiovascular disease processes, leading to the classification of cardiovascular diseases.",1.0,1.0,1.727688356164407,17.55215753424658,17.410965686947208,EXPERT / normal,normal,49,73
Normalization of ventilation/perfusion relationships after liver transplantation…,Digestive system diseases,0.5919,EXPERT,normal,"assistant
The model predicted that the patient has a digestive system disease because the key feature identified as influential is the liver. The liver, which is part of the digestive system, plays a crucial role in various functions such as detoxification, metabolism, and bile production. When the liver is affected, it can lead to a variety of digestive system issues, such as liver cirrhosis, hepatitis, or gallstones. These conditions can cause symptoms like abdominal pain, jaundice, and changes in bowel habits. Therefore, the model attributes the patient's digestive symptoms to a liver-related issue, leading to the prediction of a digestive disease.",1.0,1.0,31.371603960396072,13.901861386138616,15.112257680678326,EXPERT / constrained decoding,constrained_decoding,0,101
Color Doppler imaging. A new noninvasive technique to diagnose and monitor carot…,Cardiovascular diseases,0.791,EXPERT,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.58,17.122413403193683,EXPERT / constrained decoding,constrained_decoding,1,15
Endometriosis associated with massive ascites and absence of pelvic peritoneum. …,Digestive system diseases,0.6624,EXPERT,normal,"assistant
The model predicted a digestive system disease because the key features identified—ascites, the serous lining of the abdominal cavity (peritoneum), and the reproductive system condition (Endemetriosis)—are all directly related to the digestive system. Ascites is a fluid accumulation in the abdomen that can be caused by various conditions, including those affecting the digestive tract. Peritoneum is a membrane that lines the abdominal and pelvic cavities, and its involvement suggests a condition that affects the abdominal organs, which are part of the digestive anatomy. The reproductive system, represented by Endmetriosis, is closely linked to the female reproductive organs, and conditions affecting these organs can also impact the digestive process. Therefore, the combination of these features points to a disease primarily affecting the gastrointestinal or reproductive systems, both of which fall under the broader category of digestive system diseases.",0.6667,1.0,13.299260869565217,18.260956521739136,19.48791578843652,EXPERT / constrained decoding,constrained_decoding,2,138
Long-term evaluation of indobufen in peripheral vascular disease. Indobufen--an …,Cardiovascular diseases,0.923,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because the key features identified, claudation and pain, are strongly associated with this condition. Claudication, which is represented by the token ""claudication,"" is a symptom characterized by pain or discomfort in the leg muscles that occurs when walking or climbing stairs. This symptom is often a sign of peripheral artery disease, a condition that narrows the arteries supplying blood to the legs, leading to reduced blood flow and increased risk of cardiovascular events. Pain, represented by ""pain,"" is another common symptom of cardiovascular diseases, such as angina, which occurs when the heart muscle does not receive enough oxygen-rich blood. The model likely attributed these symptoms to cardiovascular diseases due to their strong correlation with this medical condition.",1.0,1.0,20.231853658536608,16.548715447154475,17.353723509956247,EXPERT / constrained decoding,constrained_decoding,3,123
Salvage chemotherapy for patients with germ cell tumors. The Memorial Sloan-Kett…,Neoplasms,0.8961,EXPERT,normal,"assistant
The model classified the case as 'Neoplasm' due to the presence of a 'cell' in the dataset. The cell is a fundamental biological unit that can undergo abnormal growth and division, which is characteristic of neoplastic processes. In the biomedical context, a neoplasm is an abnormal growth of cells that can be benign (non-cancerous) or malignant (cancerous). Therefore, the model identified the cell as a key feature that led to the classification of the case.",1.0,1.0,38.38684210526319,12.625263157894736,15.579741850924794,EXPERT / constrained decoding,constrained_decoding,4,76
Evaluation of endosonography in TN staging of oesophageal cancer. Strategies for…,Neoplasms,0.6918,EXPERT,normal,"assistant
The model classified the case as 'Neoplasm' because it identified 'cancer' as a key feature. Cancer is a disease characterized by uncontrolled cellular proliferation, which aligns with the concept of a neoplasm. Therefore, the model likely inferred that the patient's condition involves abnormal cellular growth and division, consistent with a neoplastic process. This classification reflects the model's understanding that cancer is a specific type of neoplasia, a broader term encompassing any abnormal growth of cells.",1.0,1.0,22.8026315789474,14.798947368421054,16.218646115125612,EXPERT / constrained decoding,constrained_decoding,5,76
A unified hypothesis for the complex genetics of HLA associations with IDDM. Our…,General pathological conditions,0.7747,EXPERT,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583,EXPERT / constrained decoding,constrained_decoding,6,16
The cancer experience in the Framingham Heart Study cohort. The almost 40-year r…,Neoplasms,0.7808,EXPERT,normal,"assistant
The model identified the colon as an influential token in predicting the class. The colon is a part of the digestive tract, which falls under the broader category of organs. Within the organ hierarchy, the colon is classified as a subdivision of the tube, and further subdivided into the colon itself. Given that the model attributes importance to the colon, it likely inferred that the patient's condition involves a neoplasm, which is a type of abnormal growth in the colon or other parts of the body.",1.0,1.0,40.841508620689694,12.966063218390804,14.191785591663535,EXPERT / constrained decoding,constrained_decoding,7,87
Long-term (5 to 20 years) Evolution of nongrafted aplastic anemias. The Cooperat…,General pathological conditions,0.8099,EXPERT,normal,"assistant
The model predicted a general pathological condition due to the presence of two key features: hepatitis and the unspecified token ""This"". Hepatitis is a liver disease, specifically an inflammation of the liver, which falls under the broader category of liver diseases. The ""This"" token, while not explicitly defined in the ontology, likely refers to a specific instance or case, possibly related to the hepatitis condition. Together, these features indicate a systemic issue affecting the liver and possibly other parts of the body, consistent with the prediction of a ""General pathological condition.""",1.0,1.0,15.209565217391315,16.851739130434783,18.511140095513987,EXPERT / constrained decoding,constrained_decoding,8,92
Percutaneous biliary drainage for high obstruction. PBD is the preferred route o…,Digestive system diseases,0.7075,EXPERT,normal,"The model predicted Digestive system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,5.532499999999999,16.462500000000002,17.122413403193683,EXPERT / constrained decoding,constrained_decoding,9,16
Lower extremity arterial disease in elderly subjects with systolic hypertension.…,Cardiovascular diseases,0.9408,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because it identified the 'disease' token as influential. According to the ontology, 'diseases' encompass a broad range of conditions that affect the body, including cardiovascular diseases such as heart attacks, strokes, and high blood pressure. The model likely analyzed the patient's symptoms, medical history, and other factors to conclude that a cardiovascular disease was the most probable diagnosis.",1.0,1.0,10.694166666666687,17.0675,17.5058628484301,EXPERT / constrained decoding,constrained_decoding,10,64
Role of surgery in antibiotic-induced pseudomembranous enterocolitis. With the i…,Digestive system diseases,0.7851,EXPERT,normal,"assistant
The model predicted that the patient has a digestive system disease due to the presence of two key tokens: ""colitis"" and ""peritonitis"". Colitis is an inflammation of the colon, which falls under the broader category of inflammatory bowel diseases. Peritonitis, on the other hand, is an infection of the peritoneum, which is the lining of the abdominal cavity. Both of these conditions are directly related to the digestive system, making them strong indicators for a diagnosis of digestive system diseases.",1.0,1.0,31.70347222222225,13.867993827160491,16.52667757954773,EXPERT / constrained decoding,constrained_decoding,11,81
Patient age and results of balloon aortic valvuloplasty: the Mansfield Scientifi…,Cardiovascular diseases,0.87,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because heart failure, which is a symptom of cardiovascular diseases, was identified as an influential token. Heart failure is a condition where the heart is unable to pump enough blood to meet the body's needs, and it falls under the broader category of cardiovascular system symptoms. Therefore, the presence of heart failure in the model's analysis strongly suggests that the predicted class is indeed cardiovascular diseases.",1.0,1.0,19.150000000000038,16.550555555555558,16.32212239822248,EXPERT / constrained decoding,constrained_decoding,12,72
How ancient is temporal arteritis? Realism is one of the characteristics of Amar…,Cardiovascular diseases,0.9191,EXPERT,normal,"assistant
The model predicted cardiovascular diseases because it identified the 'eyebrow' as an influential feature. According to the ontology, the eyebrow is part of the hair on the face, which is a component of the scalp. The scalp, in turn, is a layer of skin that covers the skull and contains blood vessels, hair follicles, and sebaceous glands. These anatomical structures are closely related to the cardiovascular system, as they are involved in blood circulation and the distribution of nutrients and oxygen throughout the body. Therefore, the presence or absence of the eyebrow could be indicative of cardiovascular health or disease, leading to the model's prediction of cardiovascular diseases.",1.0,1.0,31.807082568807346,14.23860550458716,15.381575749822971,EXPERT / constrained decoding,constrained_decoding,13,109
The role of elective lymph node dissection in the management of patients with th…,Neoplasms,0.8583,EXPERT,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764,EXPERT / constrained decoding,constrained_decoding,14,14
Systemic chemotherapy for urothelial cancer in patients with ureteric obstructio…,Neoplasms,0.6457,EXPERT,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764,EXPERT / constrained decoding,constrained_decoding,15,14
Central nervous system vasculitis after chickenpox--cause or coincidence? A 7.5 …,Cardiovascular diseases,0.4682,EXPERT,normal,"assistant
The model predicted cardiovascular diseases based on several key features. The influential tokens ""vasculitis,"" ""chickenpox,"" and ""artery"" each play crucial roles in this prediction. 

""Vasculitis"" is a disease of the vascular system, specifically inflammation of the blood vessels. This inflammation can lead to damage to the heart, blood vessels, and other parts of the cardiovascular system, making it a significant risk factor for cardiovascular diseases.

""Chickenpox"" is an infectious disease caused by the varicella-zoster virus. While not directly related to cardiovascular diseases, it highlights the importance of immune system involvement, which is a common theme in many cardiovascular conditions, such as atherosclerosis and hypertension.

""Artery"" refers to a blood vessel that carries oxygenated blood away from the heart to the rest of the body. Arterial inflammation or blockages can contribute to",1.0,1.0,22.810227272727275,14.17681818181818,15.414825405933506,EXPERT / constrained decoding,constrained_decoding,16,132
Intraepithelial anchoring fibril components. Cultured human keratinocytes and cu…,Neoplasms,0.8585,EXPERT,normal,"assistant
The model identified carcinoma as an influential token, which is a type of neoplasm. Carcinoma is a cancer that originates in the epithelial cells of the skin or other organs, characterized by uncontrolled cell growth and the potential for metastasis. In the biomedical context, carcinoma falls under the broader category of neoplastic diseases, which are abnormal growths of cells that can spread to other parts of the body. Therefore, the model's prediction of carcinoma as influential indicates that it is a significant factor contributing to the classification of the patient's condition as a neoplasm.",1.0,1.0,19.76243421052635,16.40302631578948,17.971250198000288,EXPERT / constrained decoding,constrained_decoding,17,95
The effects of nonthyroid disease and drugs on thyroid function tests. Serious n…,General pathological conditions,0.6815,EXPERT,normal,"The model predicted General pathological conditions, but no ontology-based features were available to explain this decision.",0.0,0.0,-10.329999999999984,18.675,18.243605946275583,EXPERT / constrained decoding,constrained_decoding,18,16
Prostatic duct adenocarcinoma. Findings at radical prostatectomy. Previous studi…,Neoplasms,0.8511,EXPERT,normal,"The model predicted Neoplasms, but no ontology-based features were available to explain this decision.",0.0,0.0,17.382142857142867,14.312857142857148,14.554592549557764,EXPERT / constrained decoding,constrained_decoding,19,14
Review of clinical experience with digoxin immune Fab (ovine). Following the dev…,General pathological conditions,0.4776,EXPERT,normal,"assistant
The model classified the patient as having a general pathological condition due to the presence of two key features: the heart and hypokalemic electrolyte imbalance. The heart is a vital organ located in the thoracic cavity, which is part of the circulatory system. The model identified the heart as an influential token, indicating its significance in the patient's condition.

Hypokalemia, or low potassium levels in the blood, is an acquired metabolic disorder that can affect various organs, including the heart. This condition disrupts the normal function of the heart muscle, potentially leading to arrhythmias or other cardiac issues. The presence of this electrolyte disturbance, as represented by the influential token ""hypokalemy,"" further supports the model's classification of the patient into the category of general pathological conditions.

Together, these features indicate a systemic issue affecting multiple organ systems, which aligns with the model",1.0,1.0,21.632867132867176,15.317002997002998,16.613394197324528,EXPERT / constrained decoding,constrained_decoding,20,143
Effect of increased left atrial pressure on breathing frequency in anesthetized …,Cardiovascular diseases,0.7793,EXPERT,normal,"The model predicted Cardiovascular diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,-11.429999999999978,18.58,17.122413403193683,EXPERT / constrained decoding,constrained_decoding,21,15
Extracorporeal shock wave lithotripsy of gallstones: results and 6-month follow-…,Digestive system diseases,0.8115,EXPERT,normal,"The model predicted Digestive system diseases, but no ontology-based features were available to explain this decision.",0.0,0.0,5.532499999999999,16.462500000000002,17.122413403193683,EXPERT / constrained decoding,constrained_decoding,22,16
A biphasic pattern of anti-pre-S responses in acute hepatitis B virus infection.…,Digestive system diseases,0.7331,EXPERT,normal,"assistant
The model predicted that the patient has a digestive system disease because the key feature identified as influential is the liver. The liver, which is part of the digestive system, plays a crucial role in various functions such as detoxification, metabolism, and bile production. When the liver is affected, it can lead to a variety of digestive system issues, such as liver cirrhosis, hepatitis, or gallstones. These conditions can cause symptoms like abdominal pain, jaundice, and changes in bowel habits. Therefore, the model attributes the patient's digestive symptoms to a liver-related issue, leading to the prediction of a digestive disease.",1.0,1.0,31.371603960396072,13.901861386138616,15.112257680678326,EXPERT / constrained decoding,constrained_decoding,23,101
